Start Year,start_month_sin,start_month_cos,start_day_sin,start_day_cos,event_duration_log,magnitude_missing,magnitude_scaled,country_freq,mag_scale_Km2,mag_scale_Kph,mag_scale_Moment_Magnitude,mag_scale_Unknown,mag_scale_Vaccinated,mag_scale_C,region_Africa,region_Americas,region_Asia,region_Europe,region_Oceania,subregion_Australia and New Zealand,subregion_Central Asia,subregion_Eastern Asia,subregion_Eastern Europe,subregion_Latin America and the Caribbean,subregion_Melanesia,subregion_Micronesia,subregion_Northern Africa,subregion_Northern America,subregion_Northern Europe,subregion_Polynesia,subregion_South-eastern Asia,subregion_Southern Asia,subregion_Southern Europe,subregion_Sub-Saharan Africa,subregion_Western Asia,subregion_Western Europe,assoc_freq,total_deaths_missing,no_injured_missing,no_affected_missing,no_homeless_missing,total_affected_missing,total_damage_usd_missing,total_damage_adjusted_usd_missing,reconstruction_costs_usd_missing,reconstruction_costs_adjusted_usd_missing,insured_damage_usd_missing,insured_damage_adjusted_usd_missing,aid_contribution_usd_missing,total_deaths_log,no_injured_log,no_affected_log,no_homeless_log,total_affected_log,total_damage_usd_log,total_damage_adjusted_usd_log,reconstruction_costs_usd_log,reconstruction_costs_adjusted_usd_log,insured_damage_usd_log,insured_damage_adjusted_usd_log,aid_contribution_usd_log,appeal_no,appeal_yes,ofda_bha_response_no,ofda_bha_response_yes,declaration_no,declaration_yes
2024,0.8660254037844387,-0.49999999999999983,0.10116832198743272,-0.994869323391895,3.4339872044851463,1,-0.08326978595425069,0.010873453036697903,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,4.127134385045092,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2006,0.49999999999999994,-0.8660254037844387,0.48530196253108104,-0.8743466161445821,3.6109179126442243,1,-0.08326978595425069,0.009514271407110666,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,0,1,0,1,0,1,1,1,1,1,1,1,2.995732273553991,3.9318256327243257,4.406719247264253,7.934155233536322,4.406719247264253,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2021,0.8660254037844387,-0.49999999999999983,-0.5712682150947924,0.8207634412072763,1.6094379124341003,1,-0.08326978595425069,0.0030045067601402104,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0017168610057944058,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,8.77971129020447,7.934155233536322,8.77971129020447,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2017,-1.0,-1.8369701987210297e-16,0.9884683243281114,0.1514277775045767,0.6931471805599453,1,-0.08326978595425069,0.01817011231132413,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.019600829816152802,0,1,0,1,0,1,1,1,1,1,1,1,1.3862943611198906,3.9318256327243257,7.01301578963963,7.934155233536322,7.01301578963963,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2022,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,4.605170185988092,1,-0.08326978595425069,0.0005722870019314686,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,3.9318256327243257,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2025,0.49999999999999994,-0.8660254037844387,0.48530196253108104,-0.8743466161445821,1.0986122886681098,1,-0.08326978595425069,0.07024822948708777,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.153587524143358e-05,0,1,1,1,1,1,1,1,1,1,1,1,0.6931471805599453,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,0,1
1943,1.2246467991473532e-16,-1.0,-0.7907757369376986,-0.6121059825476627,0.0,0,-0.08427197014197242,0.012161098791043708,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,5.655991810819852,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1963,-0.4999999999999998,-0.8660254037844388,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.020530796194291438,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,3.4339872044851463,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2016,-0.8660254037844386,0.5000000000000001,-0.651372482722222,-0.7587581226927911,1.0986122886681098,1,-0.08326978595425069,0.05908863294942414,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.392745258631441,7.934155233536322,9.392745258631441,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1976,-2.4492935982947064e-16,1.0,0.39435585511331855,0.9189578116202306,0.0,1,-0.08326978595425069,0.03934473138278847,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7569926318048501,0,0,0,1,0,0,0,1,1,1,1,1,4.709530201312334,2.8903717578961645,7.462789157412448,7.934155233536322,7.472500744737558,9.140668698726863,10.84754908135564,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2011,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,2.8903717578961645,0,-0.08431673629444991,0.04549681665355176,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,4.394449154672439,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2006,-0.8660254037844384,-0.5000000000000004,0.8978045395707416,-0.4403941515576344,4.430816798843313,1,-0.08326978595425069,0.01673939480649546,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,4.110873864173311,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1991,0.49999999999999994,0.8660254037844387,0.8486442574947509,0.5289640103269624,0.0,0,-0.08426474979479863,0.005508262393590386,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,5.081404364984463,7.934155233536322,5.081404364984463,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2017,1.2246467991473532e-16,-1.0,-0.7907757369376986,-0.6121059825476627,0.0,1,-0.08326978595425069,0.006724372272694757,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,2.4849066497880004,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2008,-0.4999999999999998,-0.8660254037844388,-0.72479278722912,0.6889669190756865,0.0,1,-0.08326978595425069,0.008441233278489162,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04006009013520281,0,1,1,1,1,0,0,1,1,1,1,1,1.0986122886681098,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,9.210440366976517,9.586788531013854,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1993,0.8660254037844386,0.5000000000000001,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.01259031404249231,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,0,0,1,0,1,1,1,1,1,1,1,2.8903717578961645,6.2166061010848646,14.914123179965662,7.934155233536322,14.914289832689436,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2000,-0.8660254037844386,0.5000000000000001,0.9680771188662043,-0.2506525322587204,3.5553480614894135,0,-0.04604889627337492,0.006295157021246155,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7569926318048501,0,1,0,1,0,0,0,1,1,0,0,1,1.3862943611198906,3.9318256327243257,10.596659732783579,7.934155233536322,10.596659732783579,15.59046307836746,16.19020810481771,13.244582780038517,13.459505389675746,11.225256725762893,11.82499522547884,6.620739651073516,1,0,1,0,1,0
2010,0.8660254037844386,0.5000000000000001,-0.5712682150947924,0.8207634412072763,0.0,1,-0.08326978595425069,0.0025752915086916088,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7569926318048501,1,1,1,1,1,0,0,1,1,0,0,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,10.239995502805316,10.603635172740818,13.244582780038517,13.459505389675746,9.798182590890704,10.161805178857993,6.620739651073516,1,0,1,0,1,0
1998,-0.4999999999999998,-0.8660254037844388,0.20129852008866006,0.9795299412524945,4.07753744390572,0,1.720770057152484,0.05908863294942414,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00801201802704056,0,0,0,0,0,0,0,1,1,0,0,0,8.204398418149381,11.719947764402807,19.222682333908697,16.578680121379044,19.29186113698739,17.216707972959764,17.871308330562275,13.244582780038517,13.459505389675746,12.615533094955484,13.270131445920178,11.788577971456903,1,0,0,1,1,0
2023,-0.8660254037844384,-0.5000000000000004,0.48530196253108104,-0.8743466161445821,0.0,1,-0.08326978595425069,0.005508262393590386,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0005722870019314686,0,1,1,1,1,1,1,1,1,1,1,1,3.6888794541139363,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2017,0.8660254037844387,-0.49999999999999983,0.9987165071710528,-0.05064916883871264,0.0,0,-0.08427413624612456,0.03934473138278847,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.07425423850060806,1,1,0,1,0,0,0,1,1,1,1,1,2.9444389791664403,3.9318256327243257,10.12667110305036,7.934155233536322,10.12667110305036,7.601402334583733,7.847762537473608,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1974,1.0,6.123233995736766e-17,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.0018599327562772731,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7569926318048501,1,1,0,0,0,0,0,1,1,1,1,1,2.9444389791664403,3.9318256327243257,11.775297421715827,11.225256725762893,12.230770136157428,10.571342565808699,12.421631505657942,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,0,1,1,0
2013,0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763,1.3862943611198906,1,-0.08326978595425069,0.014092567422562416,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7569926318048501,0,0,1,1,0,1,1,1,1,1,1,1,3.5553480614894135,4.060443010546419,9.210440366976517,7.934155233536322,4.060443010546419,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1983,-1.0,-1.8369701987210297e-16,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.04549681665355176,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,4.219507705176107,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2022,-0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945,4.07753744390572,1,-0.08326978595425069,0.008727376779454897,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,0,0,1,0,1,1,1,1,1,1,1,6.238324625039508,6.8679744089702925,7.569927655242652,7.934155233536322,7.972121128921655,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,0,1
2010,1.0,6.123233995736766e-17,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.0071535875241433575,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.008870448529937763,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,13.038983942375959,7.934155233536322,13.038983942375959,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2016,-0.5000000000000004,0.8660254037844384,0.9680771188662043,-0.2506525322587204,0.0,1,-0.08326978595425069,0.009514271407110666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.004220616639244581,1,0,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,2.0794415416798357,7.874358824729881,7.934155233536322,7.877017895622398,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2007,-0.4999999999999998,-0.8660254037844388,-0.848644257494751,0.5289640103269624,4.343805421853684,0,-0.06673519092627678,0.0038629372630374133,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,0,0,0,0,0,1,1,0,0,1,1,1,3.970291913552122,4.30406509320417,11.440042895549958,10.239995502805316,11.703909394842835,11.141876276228,11.837737123384356,8.699681400989514,9.113609183016411,12.07254696717504,12.552562396037683,6.620739651073516,0,1,0,1,1,0
1994,1.2246467991473532e-16,-1.0,-0.9680771188662041,-0.2506525322587213,0.0,1,-0.08326978595425069,0.03934473138278847,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7569926318048501,0,1,0,0,0,0,0,1,1,1,1,1,3.9318256327243257,3.9318256327243257,13.537119853422677,9.741027444837728,13.559328444560693,7.409136443920128,8.158516244806831,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,0,1,1,0
2005,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,1.6094379124341003,0,0.46190252740259224,0.014092567422562416,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7569926318048501,0,1,1,0,0,1,1,1,1,1,1,1,3.044522437723423,3.9318256327243257,9.210440366976517,8.160803920954665,8.160803920954665,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2001,0.8660254037844387,-0.49999999999999983,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.0038629372630374133,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,1,1,1,1,1,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2015,0.8660254037844387,-0.49999999999999983,-0.20129852008866114,0.9795299412524943,1.791759469228055,1,-0.08326978595425069,0.01259031404249231,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,1,1,1,0,0,1,1,1,1,1,1.9459101490553132,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,12.899222326086994,13.179492013023133,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1999,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.005865941769797553,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,0,1,0,1,0,1,1,1,1,1,1,1,3.6888794541139363,3.9318256327243257,6.368187186350492,7.934155233536322,6.368187186350492,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2018,-0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203,0.6931471805599453,1,-0.08326978595425069,0.02281994420201731,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,0,1,0,1,1,1,1,1,1,1,1.3862943611198906,3.9318256327243257,8.343077871169383,7.934155233536322,8.343077871169383,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2023,0.8660254037844387,-0.49999999999999983,0.8978045395707416,-0.4403941515576344,1.6094379124341003,1,-0.08326978595425069,0.0021460762572430075,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04006009013520281,0,1,1,1,1,1,1,1,1,1,1,1,1.3862943611198906,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2007,0.49999999999999994,0.8660254037844387,-0.4853019625310808,-0.8743466161445822,0.6931471805599453,0,-0.08287266685969236,0.005007511266900351,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7569926318048501,0,0,1,1,0,0,0,1,1,0,0,1,2.4849066497880004,4.875197323201151,9.210440366976517,7.934155233536322,4.875197323201151,15.520258832020865,15.934288911826869,13.244582780038517,13.459505389675746,14.953343880298434,15.36737380523198,6.620739651073516,1,0,1,0,1,0
2010,-0.5000000000000004,0.8660254037844384,-0.20129852008866114,0.9795299412524943,1.3862943611198906,1,-0.08326978595425069,0.0034337220115888117,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7569926318048501,1,1,1,1,1,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2020,0.8660254037844387,-0.49999999999999983,-0.2993631229733582,-0.9541392564000488,3.1780538303479458,1,-0.08326978595425069,0.0030045067601402104,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.07425423850060806,0,1,0,1,0,1,1,1,1,1,1,1,4.290459441148391,3.9318256327243257,9.693445303141573,7.934155233536322,9.693445303141573,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1965,-1.0,-1.8369701987210297e-16,-0.4853019625310808,-0.8743466161445822,0.0,1,-0.08326978595425069,0.02281994420201731,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,0,1,0,0,0,1,1,1,1,1,4.74493212836325,3.9318256327243257,14.914123179965662,7.934155233536322,14.914123179965662,11.407576060361786,13.705715781040995,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2017,-0.4999999999999998,-0.8660254037844388,-0.4853019625310808,-0.8743466161445822,0.0,1,-0.08326978595425069,0.006295157021246155,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,5.303304908059076,7.934155233536322,5.303304908059076,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1962,-2.4492935982947064e-16,1.0,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.07024822948708777,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,4.727387818712341,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1903,1.2246467991473532e-16,-1.0,0.20129852008866006,0.9795299412524945,0.0,1,-0.08326978595425069,0.07024822948708777,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7569926318048501,0,0,1,1,0,0,0,1,1,1,1,1,4.59511985013459,5.198497031265826,9.210440366976517,7.934155233536322,5.198497031265826,6.90875477931522,10.460585888632798,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2016,1.0,6.123233995736766e-17,-0.9987165071710528,-0.05064916883871355,0.6931471805599453,0,0.19968666655599515,0.004578296015451749,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,0,1,0,0,0,1,1,1,1,1,2.9444389791664403,3.9318256327243257,5.707110264748875,7.934155233536322,5.707110264748875,10.12667110305036,10.39439614246176,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2025,-0.8660254037844386,0.5000000000000001,-0.9377521321470804,0.3473052528448203,1.3862943611198906,1,-0.08326978595425069,0.004506760140210316,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07425423850060806,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,12.899222326086994,7.934155233536322,12.899222326086994,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1997,1.2246467991473532e-16,-1.0,0.8978045395707416,-0.4403941515576344,2.70805020110221,1,-0.08326978595425069,0.00679590814793619,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07425423850060806,0,1,0,0,0,0,0,1,1,1,1,0,3.1354942159291497,3.9318256327243257,11.094390314766315,9.305741456739435,11.248972939884327,12.113962839063479,12.783963283660187,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,5.117993812416755,1,0,1,0,1,0
1964,0.8660254037844387,-0.49999999999999983,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.016667858931254022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.61587214452889,7.934155233536322,9.61587214452889,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,0,1,1,0
1993,1.0,6.123233995736766e-17,0.8978045395707416,-0.4403941515576344,1.791759469228055,1,-0.08326978595425069,0.01817011231132413,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,1,1,1,0,0,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,7.824445930877619,8.599694412927981,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1995,-0.4999999999999998,-0.8660254037844388,-0.9987165071710528,-0.05064916883871355,0.0,0,-0.0829159889427351,0.00801201802704056,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026468273839330425,0,1,0,0,0,0,0,1,1,1,1,1,3.367295829986474,3.9318256327243257,6.90875477931522,6.111467339502679,7.280008252884188,11.849404844423074,12.571403022898219,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2019,-1.0,-1.8369701987210297e-16,0.9987165071710528,-0.05064916883871264,0.6931471805599453,1,-0.08326978595425069,0.0034337220115888117,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0026468273839330425,0,0,1,1,0,1,1,1,1,1,1,1,2.8903717578961645,3.4011973816621555,9.210440366976517,7.934155233536322,3.4011973816621555,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2002,-0.8660254037844384,-0.5000000000000004,-0.72479278722912,0.6889669190756865,4.543294782270004,1,-0.08326978595425069,0.0030760426353816438,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,0,1,0,1,0,1,1,1,1,1,1,1,2.4849066497880004,3.9318256327243257,4.110873864173311,7.934155233536322,4.110873864173311,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
